eta,V_s,T_top,T_bot,phi,alpha,alpha_e,V_w,V_a,L,D,M_air,Cl,Cd,Cm,iter,a_v
0,1,4.2406,4.2444,89.678,89.678,89.678,0,1,0.0026285,0.04775,-0.00092457,0.099121,1.8007,-0.40076,4,0.0031243
0.05,1,4.2418,4.2448,89.57,89.57,56.421,0.65634,1.2003,0.035699,0.05278,-0.00072939,0.93447,1.3816,-0.21946,4,0.33161
0.1,1,4.2436,4.2462,89.357,89.357,37.059,1.3129,1.6593,0.074236,0.059683,-0.00063595,1.0168,0.81748,-0.10012,4,0.61194
0.15,1,4.2433,4.2476,89.169,89.169,26.747,1.9695,2.2217,0.10794,0.059234,-0.0010436,0.82467,0.45254,-0.09164,4,0.9499
0.2,1,4.2522,4.2565,89.188,89.188,20.723,2.6288,2.8257,0.10469,0.063209,-0.0010338,0.49445,0.29852,-0.056118,4,1.6464
0.25,1,4.2616,4.262,89.251,89.251,16.848,3.2888,3.45,0.095551,0.067418,-8.99E-05,0.30274,0.21361,-0.0032743,4,2.7216
0.3,1,4.2598,4.2534,89.244,89.244,14.18,3.9442,4.0817,0.10213,0.053019,0.0015633,0.23118,0.12001,0.040673,4,3.824
0.35,1,4.2179,4.2109,87.861,87.861,12.215,4.5787,4.7229,0.32079,0.015459,0.0016953,0.54233,0.026135,0.032943,5,1.8249
0.4,1,4.1896,4.182,85.934,85.934,10.686,5.2151,5.3793,0.60891,0.018753,0.0018364,0.79355,0.024439,0.027508,4,1.2529
0.45,1,4.1725,4.1647,84.579,84.579,9.4994,5.8549,6.0321,0.80941,0.021546,0.0019094,0.83887,0.02233,0.022746,4,1.1868
0.5,1,4.1607,4.153,83.523,83.523,8.5498,6.4964,6.6834,0.96464,0.024034,0.0018716,0.81439,0.020291,0.018162,4,1.2233
0.55,1,4.1511,4.1437,82.6,82.6,7.7709,7.138,7.3341,1.0996,0.026956,0.0018107,0.77091,0.018898,0.014591,4,1.2928
0.6,1,4.1422,4.1353,81.741,81.741,7.1202,7.7788,7.9841,1.2249,0.030077,0.0016977,0.72461,0.017793,0.011544,4,1.3758
0.65,1,4.1339,4.1278,80.947,80.947,6.5684,8.4191,8.6331,1.3404,0.033463,0.001493,0.67823,0.016932,0.0086832,4,1.4702
0.7,1,4.1249,4.1196,80.15,80.15,6.094,9.0575,9.281,1.4562,0.036924,0.0013042,0.63752,0.016165,0.006563,4,1.5643
0.75,1,4.1141,4.1089,79.285,79.285,5.6806,9.6919,9.9266,1.5818,0.040243,0.0012527,0.60535,0.015402,0.0055107,4,1.6478
0.8,1,4.1021,4.0967,78.395,78.395,5.3176,10.323,10.57,1.7107,0.043606,0.0013054,0.57744,0.014719,0.0050649,4,1.7277
0.85,1,4.0906,4.0849,77.554,77.554,4.9969,10.953,11.211,1.8321,0.047312,0.0013806,0.54971,0.014196,0.0047612,4,1.815
0.9,1,4.0805,4.0747,76.801,76.801,4.7122,11.583,11.851,1.9403,0.051538,0.0014263,0.52095,0.013838,0.0044019,4,1.9154
0.95,1,4.0715,4.0656,76.115,76.115,4.4575,12.213,12.491,2.0386,0.056204,0.0014454,0.49274,0.013585,0.0040156,4,2.0251
1,1,4.0628,4.0569,75.464,75.464,4.2282,12.842,13.129,2.1316,0.061194,0.0014495,0.46634,0.013388,0.003645,4,2.1398
0,2,4.2305,4.2457,88.708,88.708,88.708,0,2,0.013421,0.19115,-0.0037229,0.12653,1.8021,-0.40343,4,0.012497
0.05,2,4.2338,4.2483,88.565,88.565,70.545,0.65616,2.1204,0.073429,0.19956,-0.00353,0.61586,1.6737,-0.34031,4,0.18678
0.1,2,4.235,4.2467,88.256,88.256,55.515,1.3123,2.4253,0.14781,0.21185,-0.0028665,0.94763,1.3583,-0.21125,4,0.34188
0.15,2,4.2376,4.2483,87.82,87.82,44.342,1.969,2.8594,0.22764,0.22889,-0.0026013,1.0499,1.0557,-0.1379,4,0.48039
0.2,2,4.2401,4.2509,87.392,87.392,36.328,2.6261,3.3726,0.30379,0.23875,-0.0026262,1.0072,0.79155,-0.10008,4,0.62924
0.25,2,4.2464,4.2602,87.126,87.126,30.538,3.2856,3.9312,0.3514,0.24186,-0.0033667,0.85747,0.59018,-0.094427,4,0.82943
0.3,2,4.2397,4.2572,86.696,86.696,26.211,3.9406,4.5207,0.42842,0.2372,-0.004275,0.79055,0.43769,-0.090673,4,0.99401
0.35,2,4.2589,4.2748,86.707,86.707,22.921,4.6072,5.1269,0.42555,0.24536,-0.0038722,0.61053,0.35201,-0.063855,5,1.3169
0.4,2,4.275,4.2924,86.773,86.773,20.334,5.2758,5.7465,0.41552,0.25354,-0.0042528,0.47452,0.28954,-0.055824,4,1.7187
0.45,2,4.2923,4.3073,86.893,86.893,18.254,5.9464,6.3757,0.39787,0.26244,-0.0036483,0.36911,0.24347,-0.038903,4,2.2251
0.5,2,4.3146,4.3129,87.04,87.04,16.551,6.6178,7.0116,0.37698,0.26987,0.00041541,0.28917,0.20701,0.0036626,4,2.8515
0.55,2,4.3372,4.3144,87.064,87.064,15.12,7.2897,7.6572,0.37396,0.28253,0.0055657,0.24052,0.18171,0.041146,5,3.4529
0.6,2,4.2886,4.2634,86.879,86.879,13.99,7.9066,8.2605,0.42981,0.18659,0.0061598,0.23754,0.10312,0.039129,5,3.799
0.65,2,4.1891,4.1621,85.061,85.062,13.001,8.4647,8.8643,0.73882,0.063006,0.0064629,0.35459,0.030239,0.035653,5,2.7657
0.7,2,4.0751,4.0477,80.084,80.084,11.914,8.9928,9.5428,1.4792,0.068986,0.0066751,0.61256,0.028568,0.031773,5,1.6166
0.75,2,3.9632,3.9352,75.844,75.844,10.982,9.5048,10.18,2.1008,0.070109,0.0068115,0.7644,0.025511,0.028489,5,1.2998
0.8,2,3.8764,3.8481,72.709,72.709,10.189,10.03,10.795,2.55,0.072809,0.0069226,0.82524,0.023563,0.025751,4,1.2056
0.85,2,3.8083,3.7803,70.288,70.288,9.5084,10.566,11.398,2.8898,0.076992,0.0068298,0.83888,0.02235,0.022789,4,1.1868
0.9,2,3.752,3.725,68.329,68.329,8.9159,11.109,11.992,3.16,0.080162,0.0066047,0.8286,0.02102,0.019906,4,1.2021
0.95,2,3.7038,3.6777,66.658,66.658,8.3924,11.655,12.582,3.3869,0.083949,0.0063642,0.80684,0.019999,0.017427,4,1.2349
1,2,3.6601,3.635,65.162,65.162,7.9243,12.199,13.165,3.5873,0.088092,0.0061111,0.78052,0.019167,0.015283,4,1.2768
0,3,4.2113,4.246,87.084,87.084,87.084,0,3,0.041096,0.43019,-0.0084765,0.1722,1.8025,-0.40824,4,0.028119
0.05,3,4.2168,4.2497,86.884,86.884,74.714,0.65561,3.1054,0.12979,0.44283,-0.0080249,0.50755,1.7316,-0.3607,4,0.14612
0.1,3,4.2172,4.2474,86.513,86.513,63.491,1.3111,3.3463,0.23685,0.45882,-0.0073632,0.79766,1.5452,-0.28503,4,0.2567
0.15,3,4.2191,4.2444,85.985,85.985,53.97,1.9666,3.7005,0.3521,0.47878,-0.0061759,0.96964,1.3185,-0.19549,4,0.35939
0.2,3,4.2204,4.2441,85.307,85.307,46.194,2.6224,4.143,0.47678,0.505,-0.0057961,1.0475,1.1095,-0.14637,5,0.45367
0.25,3,4.2256,4.2473,84.641,84.641,39.998,3.2798,4.647,0.59268,0.52678,-0.0052927,1.035,0.91992,-0.10624,4,0.55346
0.3,3,4.225,4.2505,84.038,84.038,35.083,3.9365,5.1913,0.70187,0.53446,-0.0062191,0.98214,0.74788,-0.10003,5,0.66338
0.35,3,4.2366,4.2665,83.696,83.696,31.169,4.6003,5.7613,0.7627,0.53967,-0.0073002,0.8665,0.61312,-0.095331,4,0.80817
0.4,3,4.2084,4.2436,82.801,82.801,27.914,5.2421,6.3578,0.92515,0.5257,-0.0085906,0.86311,0.49045,-0.092121,4,0.89052
0.45,3,4.227,4.2656,82.658,82.658,25.299,5.9116,6.9627,0.94868,0.53095,-0.0094175,0.73795,0.41301,-0.084203,4,1.0716
0.5,3,4.2556,4.2912,82.666,82.666,23.111,6.5894,7.5807,0.94592,0.54366,-0.0087064,0.62073,0.35676,-0.065671,4,1.2937
0.55,3,4.2819,4.3175,82.752,82.752,21.26,7.2705,8.2075,0.93275,0.55579,-0.008706,0.52217,0.31113,-0.05602,4,1.5547
0.6,3,4.3041,4.3467,82.877,82.877,19.672,7.9549,8.8431,0.91402,0.56971,-0.010388,0.44077,0.27474,-0.057578,4,1.8553
0.65,3,4.3334,4.3676,83.069,83.069,18.3,8.6426,9.4843,0.88591,0.58318,-0.0083543,0.3714,0.24449,-0.040257,5,2.2111
0.7,3,4.3694,4.3782,83.276,83.276,17.102,9.3322,10.131,0.85612,0.59671,-0.0021506,0.31453,0.21923,-0.0090818,4,2.6179
0.75,3,4.404,4.3857,83.483,83.483,16.046,10.023,10.783,0.82701,0.60943,0.0044743,0.26822,0.19765,0.016679,5,3.0763
0.8,3,4.4364,4.3849,83.451,83.451,15.092,10.71,11.447,0.83329,0.62786,0.01257,0.23982,0.1807,0.041582,5,3.4656
0.85,3,4.3843,4.3268,83.383,83.383,14.344,11.308,12.029,0.87816,0.51374,0.014044,0.22887,0.13389,0.042072,6,3.8007
0.9,3,4.2631,4.2071,82.417,82.417,13.695,11.808,12.561,1.0747,0.32054,0.013647,0.25688,0.076612,0.037493,6,3.6292
0.95,3,2.5422,3.1893,33.846,32.226,6.9114,10.521,13.121,3.2307,0.07971,0.0041618,0.70769,0.017461,0.010479,6,1.4088
1,3,4.5723,4.6943,60.471,52.563,5.7371,13.765,14.987,3.6306,0.092372,0.002907,0.6096,0.01551,0.0056104,5,1.6362
0,4,4.1799,4.2423,84.799,84.799,84.799,0,4,0.099925,0.76353,-0.015233,0.23552,1.7996,-0.41267,4,0.049989
0.05,4,4.1872,4.2457,84.516,84.516,75.405,0.65453,4.1145,0.21962,0.78093,-0.014264,0.48924,1.7396,-0.36524,4,0.13947
0.1,4,4.1876,4.2434,84.072,84.072,66.595,1.309,4.3353,0.35834,0.8001,-0.013622,0.71899,1.6053,-0.31416,5,0.22585
0.15,4,4.1856,4.2343,83.413,83.413,58.644,1.9625,4.6532,0.51649,0.82541,-0.011896,0.89955,1.4376,-0.23815,4,0.30686
0.2,4,4.1865,4.228,82.626,82.626,51.73,2.6162,5.0528,0.67691,0.85346,-0.010129,0.99986,1.2606,-0.17197,5,0.38494
0.25,4,4.1838,4.2256,81.687,81.687,45.805,3.2699,5.5204,0.84746,0.88758,-0.010204,1.0487,1.0983,-0.14514,5,0.45906
0.3,4,4.1881,4.2264,80.79,80.79,40.851,3.926,6.0365,1.0037,0.91614,-0.0093516,1.0387,0.94809,-0.11124,5,0.53807
0.35,4,4.1806,4.2216,79.904,79.904,36.721,4.578,6.5862,1.165,0.92656,-0.010015,1.0128,0.80551,-0.10008,5,0.61972
0.4,4,4.1912,4.2389,79.369,79.369,33.324,5.2415,7.156,1.2599,0.93399,-0.01164,0.92778,0.6878,-0.098527,5,0.72464
0.45,4,4.1933,4.2468,78.807,78.807,30.44,5.9011,7.7452,1.3627,0.933,-0.01305,0.85663,0.58653,-0.094295,4,0.83244
0.5,4,4.1398,4.2006,77.518,77.518,27.87,6.5209,8.3545,1.5966,0.90486,-0.01483,0.86264,0.48889,-0.0921,4,0.89193
0.55,4,4.1609,4.2282,77.311,77.311,25.798,7.1943,8.9666,1.6312,0.9094,-0.016411,0.76508,0.42654,-0.088476,4,1.0296
0.6,4,4.1986,4.2622,77.295,77.295,24.007,7.8817,9.5911,1.6316,0.92491,-0.015505,0.66885,0.37917,-0.073061,4,1.1937
0.65,4,4.2377,4.2962,77.356,77.356,22.44,8.575,10.225,1.6209,0.94245,-0.014276,0.58466,0.33995,-0.059189,4,1.3792
0.7,4,4.2711,4.3338,77.477,77.477,21.062,9.2724,10.866,1.6026,0.95942,-0.015314,0.5119,0.30645,-0.056223,7,1.5875
0.75,4,4.302,4.3733,77.635,77.635,19.836,9.9746,11.514,1.5791,0.97864,-0.017394,0.44916,0.27836,-0.056867,77,1.8196
0.8,4,4.337,4.4096,77.861,77.861,18.745,10.682,12.169,1.5459,0.99872,-0.017726,0.39368,0.25434,-0.051888,77,2.0834
0.85,4,4.3876,4.4268,78.126,78.126,17.768,11.393,12.828,1.5079,1.0173,-0.0095562,0.34559,0.23313,-0.025174,4,2.3793
0.9,4,4.4353,4.4424,78.401,78.401,16.885,12.105,13.491,1.4693,1.0349,-0.0017285,0.30445,0.21443,-0.0041167,4,2.7061
0.95,4,4.4835,4.4537,78.662,78.662,16.08,12.819,14.159,1.4328,1.0535,0.0072722,0.26951,0.19816,0.015723,5,3.0616
1,4,4.5381,4.4598,78.631,78.631,15.307,13.539,14.855,1.435,1.0947,0.019097,0.24523,0.18708,0.037512,5,3.3734
0,5,4.1332,4.2298,81.843,81.843,81.843,0,5,0.2091,1.1866,-0.023575,0.31541,1.79,-0.40875,4,0.078108
0.05,5,4.1408,4.2302,81.452,81.452,74.233,0.65291,5.1378,0.36414,1.208,-0.021794,0.52021,1.7258,-0.35788,4,0.15077
0.1,5,4.1387,4.225,80.89,80.89,66.985,1.3055,5.3639,0.54081,1.2303,-0.021063,0.70884,1.6125,-0.31732,4,0.22198
0.15,5,4.132,4.2088,80.078,80.078,60.226,1.9563,5.6743,0.74332,1.2595,-0.018726,0.87059,1.4752,-0.25209,5,0.28993
0.2,5,4.1295,4.198,79.168,79.168,54.161,2.6074,6.0579,0.941,1.2879,-0.016724,0.96696,1.3234,-0.19753,4,0.35724
0.25,5,4.1225,4.1836,78.022,78.022,48.715,3.2569,6.509,1.1597,1.3259,-0.014916,1.0322,1.1802,-0.15261,5,0.42082
0.3,5,4.1161,4.1791,76.852,76.852,43.979,3.9083,7.0117,1.3682,1.3623,-0.015361,1.0495,1.045,-0.13543,5,0.48594
0.35,5,4.1144,4.1715,75.744,75.744,39.921,4.5601,7.5514,1.5646,1.3872,-0.013928,1.0347,0.91736,-0.10587,4,0.55485
0.4,5,4.0971,4.1595,74.672,74.672,36.454,5.206,8.1157,1.7624,1.3903,-0.015206,1.0091,0.79602,-0.10007,4,0.62613
0.45,5,4.1074,4.178,74.034,74.034,33.566,5.8693,8.6944,1.876,1.3952,-0.017235,0.93588,0.69602,-0.098827,5,0.71545
0.5,5,4.1164,4.194,73.475,73.475,31.07,6.5337,9.2883,1.9782,1.3945,-0.018945,0.86469,0.60955,-0.095183,4,0.81172
0.55,5,4.0478,4.1336,72.036,72.036,28.717,7.1392,9.8988,2.244,1.3522,-0.02093,0.8636,0.52039,-0.092588,4,0.87054
0.6,5,4.015,4.1108,71.072,71.072,26.734,7.768,10.514,2.4151,1.3254,-0.023367,0.82391,0.45217,-0.091631,4,0.95087
0.65,5,4.0662,4.1631,71.137,71.137,25.136,8.4674,11.139,2.4002,1.3445,-0.023663,0.72952,0.40865,-0.082669,4,1.0855
0.7,5,4.1131,4.2057,71.141,71.141,23.691,9.1675,11.776,2.397,1.3651,-0.02258,0.65182,0.37122,-0.070578,4,1.2274
0.75,5,4.1618,4.2477,71.22,71.22,22.402,9.8742,12.421,2.3837,1.387,-0.020951,0.58262,0.339,-0.058861,4,1.3843
0.8,5,4.204,4.2945,71.356,71.356,21.247,10.586,13.073,2.3635,1.4087,-0.022095,0.52149,0.31083,-0.056036,4,1.5568
0.85,5,4.2436,4.3433,71.521,71.521,20.2,11.304,13.733,2.3392,1.4329,-0.024312,0.46771,0.28651,-0.055874,8,1.7448
0.9,5,4.2822,4.3962,71.743,71.743,19.251,12.03,14.401,2.3064,1.4603,-0.027806,0.41937,0.26553,-0.058113,5,1.9527
0.95,5,4.3379,4.4301,72.031,72.031,18.394,12.76,15.072,2.2654,1.4852,-0.022514,0.37605,0.24655,-0.042957,6,2.1832
1,5,4.403,4.4523,72.328,72.328,17.607,13.494,15.75,2.2234,1.5117,-0.012053,0.338,0.22981,-0.02106,77,2.4335
0,6,4.0676,4.1994,78.226,78.226,78.226,0,6,0.39438,1.6869,-0.032167,0.41312,1.767,-0.38731,4,0.11248
0.05,6,4.0712,4.1958,77.699,77.699,71.784,0.65093,6.1715,0.58963,1.7096,-0.030411,0.58379,1.6926,-0.34609,4,0.1746
0.1,6,4.0624,4.1813,76.959,76.959,65.575,1.3008,6.4198,0.81457,1.7334,-0.029031,0.74533,1.5861,-0.30533,4,0.23598
0.15,6,4.0505,4.1567,75.964,75.964,59.683,1.9486,6.743,1.0623,1.7634,-0.025922,0.88103,1.4626,-0.24712,5,0.29567
0.2,6,4.0428,4.1385,74.884,74.884,54.307,2.5966,7.1322,1.3015,1.7902,-0.023364,0.96488,1.3272,-0.19909,4,0.35558
0.25,6,4.0285,4.1127,73.53,73.53,49.333,3.2422,7.5857,1.5666,1.8265,-0.020561,1.0267,1.197,-0.15488,4,0.41323
0.3,6,4.0111,4.0985,72.132,72.132,44.903,3.889,8.0897,1.8222,1.8606,-0.021325,1.0501,1.0722,-0.14125,4,0.47201
0.35,6,4.0056,4.0849,70.835,70.835,41.05,4.5385,8.63,2.053,1.8852,-0.019349,1.0395,0.95455,-0.11261,4,0.53454
0.4,6,3.9801,4.0604,69.547,69.547,37.692,5.1791,9.1946,2.2931,1.883,-0.019585,1.0229,0.83995,-0.10042,4,0.59814
0.45,6,3.9679,4.0582,68.577,68.577,34.855,5.8286,9.7734,2.4724,1.8743,-0.022023,0.97611,0.73998,-0.09994,4,0.67048
0.5,6,3.9902,4.0891,68.061,68.061,32.479,6.5012,10.364,2.5642,1.877,-0.024121,0.90025,0.65898,-0.097339,4,0.75773
0.55,6,3.9697,4.0768,67.184,67.184,30.28,7.1455,10.968,2.7297,1.8522,-0.026115,0.85562,0.58056,-0.094089,5,0.8371
0.6,6,3.8535,3.9704,65.327,65.327,28.091,7.7101,11.579,3.0733,1.7665,-0.028521,0.86446,0.49688,-0.092211,4,0.88521
0.65,6,3.8516,3.9799,64.757,64.757,26.422,8.3635,12.196,3.1727,1.7491,-0.031311,0.80435,0.44342,-0.09124,4,0.97592
0.7,6,3.9102,4.0373,64.8,64.8,25.034,9.0701,12.83,3.161,1.7717,-0.031027,0.72416,0.4059,-0.081702,4,1.0944
0.75,6,3.9649,4.0871,64.808,64.808,23.761,9.779,13.475,3.1566,1.7959,-0.029797,0.65558,0.37297,-0.071131,4,1.2198
0.8,6,4.0217,4.1365,64.88,64.88,22.612,10.496,14.129,3.1441,1.8225,-0.027997,0.59393,0.34427,-0.06079,4,1.3563
0.85,6,4.074,4.1891,65.014,65.014,21.576,11.219,14.789,3.1243,1.8483,-0.028091,0.53868,0.31868,-0.055672,4,1.5044
0.9,6,4.1204,4.247,65.171,65.171,20.626,11.948,15.458,3.1015,1.8773,-0.030884,0.48946,0.29626,-0.056022,4,1.664
0.95,6,4.1665,4.3073,65.369,65.369,19.756,12.685,16.136,3.0727,1.9096,-0.034369,0.44506,0.27659,-0.057219,4,1.8369
1,6,4.2171,4.3662,65.627,65.627,18.961,13.432,16.82,3.0356,1.9441,-0.036382,0.40462,0.25914,-0.05574,77,2.0257
0,7,3.9765,4.1417,73.993,73.993,73.993,0,7,0.68409,2.2386,-0.040308,0.52648,1.7228,-0.35656,4,0.15309
0.05,7,3.9688,4.1298,73.278,73.278,68.334,0.64902,7.2136,0.92939,2.2586,-0.039293,0.67354,1.6368,-0.32731,4,0.2086
0.1,7,3.9503,4.0979,72.273,72.273,62.796,1.296,7.4969,1.2137,2.2818,-0.036031,0.81436,1.531,-0.27788,4,0.26365
0.15,7,3.9343,4.0678,71.114,71.114,57.572,1.9419,7.8467,1.4972,2.3036,-0.03256,0.91702,1.4109,-0.22922,4,0.31869
0.2,7,3.9184,4.0356,69.792,69.792,52.695,2.5872,8.2587,1.7856,2.3253,-0.028598,0.98725,1.2857,-0.18175,4,0.37388
0.25,7,3.8911,3.9999,68.211,68.211,48.116,3.2304,8.7305,2.096,2.3521,-0.02654,1.037,1.1637,-0.15093,4,0.42833
0.3,7,3.8679,3.9777,66.673,66.673,44.033,3.8766,9.2476,2.3802,2.3734,-0.026795,1.0496,1.0466,-0.13581,3,0.4851
0.35,7,3.854,3.9527,65.254,65.254,40.458,4.5242,9.797,2.6392,2.3804,-0.02408,1.0369,0.93524,-0.10875,5,0.5451
0.4,7,3.8151,3.9169,63.865,63.865,37.315,5.1613,10.367,2.9053,2.3556,-0.024843,1.0195,0.82659,-0.1002,4,0.60623
0.45,7,3.8018,3.915,62.892,62.892,34.689,5.8128,10.949,3.088,2.3341,-0.027613,0.97147,0.73429,-0.099852,4,0.67581
0.5,7,3.8262,3.9488,62.368,62.368,32.499,6.4885,11.543,3.1827,2.3305,-0.029928,0.90085,0.65965,-0.097368,4,0.75696
0.55,7,3.8032,3.9348,61.49,61.49,30.42,7.1346,12.148,3.3518,2.2926,-0.032096,0.85648,0.58581,-0.09427,4,0.83302
0.6,7,3.656,3.7979,59.482,59.482,28.218,7.6832,12.754,3.7306,2.1632,-0.034628,0.86491,0.50154,-0.092279,4,0.88181
0.65,7,3.6353,3.7899,58.738,58.738,26.587,8.3229,13.369,3.8627,2.1234,-0.03773,0.81496,0.44801,-0.091498,4,0.9623
0.7,7,3.703,3.8595,58.822,58.822,25.315,9.0373,14.006,3.8433,2.1508,-0.038178,0.73881,0.41346,-0.084357,4,1.0702
0.75,7,3.7626,3.9127,58.803,58.803,24.117,9.7495,14.654,3.843,2.1752,-0.036628,0.67483,0.38196,-0.073929,4,1.1823
0.8,7,3.8253,3.9692,58.85,58.85,23.029,10.473,15.314,3.8329,2.2059,-0.035116,0.61634,0.35472,-0.064905,4,1.3036
0.85,7,3.8879,4.0241,58.964,58.964,22.047,11.202,15.979,3.8159,2.2354,-0.033252,0.56359,0.33015,-0.05645,4,1.4341
0.9,7,3.941,4.0883,59.105,59.105,21.143,11.938,16.653,3.7955,2.2678,-0.035929,0.5161,0.30837,-0.056156,4,1.5739
0.95,7,3.994,4.1526,59.272,59.272,20.309,12.682,17.336,3.7719,2.3031,-0.038706,0.47328,0.28899,-0.055823,4,1.7235
1,7,4.045,4.2234,59.482,59.482,19.541,13.436,18.029,3.7417,2.3433,-0.043526,0.43412,0.27187,-0.058045,4,1.8846
0,8,3.848,4.0495,69.208,69.208,69.208,0,8,1.1043,2.8034,-0.049161,0.65067,1.6519,-0.33296,4,0.19996
0.05,8,3.8245,4.0119,68.184,68.184,64.009,0.64798,8.2627,1.421,2.8162,-0.045723,0.78491,1.5556,-0.29029,4,0.25154
0.1,8,3.8001,3.9681,66.934,66.934,58.965,1.2944,8.5901,1.7493,2.8283,-0.041004,0.89401,1.4454,-0.24086,4,0.30337
0.15,8,3.7795,3.9307,65.607,65.607,54.251,1.9411,8.9774,2.0638,2.8333,-0.036906,0.96568,1.3257,-0.19849,4,0.35622
0.2,8,3.7473,3.8788,63.948,63.948,49.68,2.586,9.4265,2.4112,2.8427,-0.032082,1.0233,1.2064,-0.1565,4,0.40903
0.25,8,3.7084,3.8425,62.248,62.248,45.498,3.2325,9.9264,2.7418,2.8466,-0.032735,1.0494,1.0895,-0.144,4,0.4634
0.3,8,3.6898,3.8123,60.712,60.712,41.822,3.8842,10.464,3.0278,2.8428,-0.029909,1.0428,0.97913,-0.11841,4,0.52111
0.35,8,3.6515,3.7682,59.224,59.224,38.562,4.5285,11.026,3.3163,2.8068,-0.028478,1.0286,0.8706,-0.10153,4,0.58049
0.4,8,3.6114,3.7389,57.977,57.977,35.77,5.1727,11.604,3.5614,2.7559,-0.031096,0.99747,0.77187,-0.10011,4,0.64369
0.45,8,3.6266,3.7655,57.318,57.318,33.52,5.8456,12.193,3.6837,2.7379,-0.033878,0.93434,0.69446,-0.098771,4,0.71718
0.5,8,3.6404,3.7888,56.742,56.742,31.52,6.5209,12.796,3.7943,2.7163,-0.036213,0.87387,0.62559,-0.095864,5,0.79521
0.55,8,3.5374,3.6956,55.246,55.246,29.364,7.1215,13.404,4.0894,2.5988,-0.03859,0.85832,0.54546,-0.093099,4,0.85821
0.6,8,3.3946,3.5651,53.452,53.452,27.307,7.6838,14.009,4.4263,2.4442,-0.041591,0.85052,0.46967,-0.091861,4,0.9149
0.65,8,3.4508,3.6329,53.424,53.424,26.029,8.3885,14.641,4.4271,2.4599,-0.044456,0.77889,0.43278,-0.0899,4,1.0099
0.7,8,3.5162,3.6929,53.405,53.405,24.844,9.1032,15.287,4.4257,2.4842,-0.043119,0.71416,0.40086,-0.079976,3,1.1114
0.75,8,3.5828,3.7538,53.421,53.421,23.758,9.8272,15.946,4.4195,2.5144,-0.041715,0.65544,0.3729,-0.07111,4,1.2201
0.8,8,3.6512,3.8138,53.481,53.481,22.765,10.56,16.615,4.4081,2.5483,-0.03968,0.60218,0.34812,-0.062306,4,1.3364
0.85,8,3.7172,3.875,53.599,53.599,21.865,11.299,17.29,4.3911,2.5818,-0.038516,0.55394,0.32569,-0.055849,4,1.4606
0.9,8,3.7738,3.9456,53.736,53.736,21.03,12.045,17.975,4.3717,2.6192,-0.04192,0.51026,0.30571,-0.05624,4,1.5929
0.95,8,3.8315,4.0155,53.897,53.897,20.257,12.8,18.669,4.3493,2.6597,-0.044895,0.4706,0.28779,-0.055836,3,1.7337
1,8,3.8869,4.0928,54.098,54.098,19.542,13.566,19.373,4.3209,2.7059,-0.050256,0.43416,0.27189,-0.058043,4,1.8844
0,9,3.6733,3.8944,63.855,63.855,63.855,0,9,1.6941,3.3347,-0.053957,0.78872,1.5525,-0.28874,4,0.25307
0.05,9,3.6427,3.8407,62.544,62.544,58.994,0.65031,9.3177,2.0571,3.3293,-0.048293,0.89351,1.4461,-0.24111,4,0.30306
0.1,9,3.6169,3.7948,61.169,61.169,54.417,1.3012,9.6947,2.4009,3.3148,-0.043421,0.96332,1.33,-0.20025,4,0.35434
0.15,9,3.5777,3.7307,59.442,59.442,49.894,1.9519,10.133,2.7801,3.3002,-0.037339,1.0211,1.2122,-0.15764,4,0.40646
0.2,9,3.5298,3.6843,57.668,57.668,45.711,2.6049,10.624,3.1393,3.279,-0.037706,1.0489,1.0956,-0.14481,4,0.46039
0.25,9,3.5061,3.6474,56.084,56.084,42.031,3.264,11.155,3.444,3.2525,-0.03447,1.0437,0.9857,-0.12007,4,0.51755
0.3,9,3.4638,3.596,54.567,54.567,38.754,3.918,11.715,3.747,3.1926,-0.03227,1.0296,0.87729,-0.10192,3,0.57676
0.35,9,3.4152,3.5582,53.28,53.28,35.938,4.5707,12.292,4.0089,3.1161,-0.034891,1.0006,0.77779,-0.1001,4,0.6392
0.4,9,3.4277,3.583,52.598,52.598,33.71,5.2494,12.882,4.1396,3.0844,-0.0379,0.94069,0.70091,-0.098994,3,0.71007
0.45,9,3.4479,3.6134,52.068,52.068,31.757,5.9356,13.487,4.2432,3.058,-0.040385,0.87965,0.63395,-0.096231,5,0.78613
0.5,9,3.3546,3.53,50.734,50.734,29.616,6.5618,14.1,4.5152,2.9272,-0.042811,0.85644,0.55522,-0.093338,4,0.85321
0.55,9,3.1748,3.3628,48.768,48.768,27.397,7.1273,14.709,4.8955,2.7115,-0.045868,0.85329,0.47261,-0.091895,4,0.91054
0.6,9,3.2272,3.4284,48.686,48.686,26.139,7.8331,15.344,4.9066,2.7206,-0.049105,0.78589,0.43575,-0.090404,4,1.0003
0.65,9,3.2986,3.4955,48.686,48.686,24.999,8.5555,15.996,4.9012,2.7478,-0.04804,0.72237,0.40498,-0.081384,4,1.0974
0.7,9,3.3687,3.5591,48.691,48.691,23.941,9.2854,16.66,4.8966,2.7784,-0.046452,0.6653,0.3775,-0.072546,3,1.2006
0.75,9,3.441,3.6238,48.737,48.737,22.97,10.025,17.335,4.8865,2.8151,-0.044608,0.6132,0.35325,-0.064341,3,1.3107
